2025-03-23 15:33:48 - DEBUG   :: Thread-15 (run) : {"NotificationContainer":{"type":"transcodeSession.start","size":1,"TranscodeSession":[{"key":"/transcode/sessions/07294db9-6948-43e2-bc83-4a891ead049e","throttled":false,"complete":false,"progress":0.0,"size":0,"speed":0.0,"error":false,"duration":2596064,"context":"static","sourceVideoCodec":"h264","sourceAudioCodec":"eac3","videoDecision":"ignore","audioDecision":"transcode","protocol":"http","container":"flac","audioCodec":"flac","audioChannels":6,"transcodeHwRequested":true,"transcodeHwFullPipeline":false,"offlineTranscode":false}]}}
2025-03-23 15:33:54 - DEBUG   :: Thread-15 (run) : {"NotificationContainer":{"type":"transcodeSession.update","size":1,"TranscodeSession":[{"key":"/transcode/sessions/07294db9-6948-43e2-bc83-4a891ead049e","throttled":false,"complete":false,"progress":23.600000381469728,"size":216006656,"speed":124.5999984741211,"error":false,"duration":2596064,"remaining":15,"context":"static","sourceVideoCodec":"h264","sourceAudioCodec":"eac3","videoDecision":"ignore","audioDecision":"transcode","protocol":"http","container":"flac","audioCodec":"flac","audioChannels":6,"transcodeHwRequested":true,"transcodeHwFullPipeline":false,"offlineTranscode":false}]}}
2025-03-23 15:33:59 - DEBUG   :: Thread-15 (run) : {"NotificationContainer":{"type":"transcodeSession.update","size":1,"TranscodeSession":[{"key":"/transcode/sessions/07294db9-6948-43e2-bc83-4a891ead049e","throttled":false,"complete":false,"progress":47.5,"size":421527552,"speed":116.30000305175781,"error":false,"duration":2596064,"remaining":11,"context":"static","sourceVideoCodec":"h264","sourceAudioCodec":"eac3","videoDecision":"ignore","audioDecision":"transcode","protocol":"http","container":"flac","audioCodec":"flac","audioChannels":6,"transcodeHwRequested":true,"transcodeHwFullPipeline":false,"offlineTranscode":false}]}}
2025-03-23 15:33:59 - DEBUG   :: Thread-15 (run) : {"NotificationContainer":{"type":"transcodeSession.end","size":1,"TranscodeSession":[{"key":"/transcode/sessions/07294db9-6948-43e2-bc83-4a891ead049e","throttled":false,"complete":false,"progress":50.0,"size":444028844,"speed":-0.20000000298023225,"error":false,"duration":2596064,"context":"static","sourceVideoCodec":"h264","sourceAudioCodec":"eac3","videoDecision":"ignore","audioDecision":"transcode","protocol":"http","container":"flac","audioCodec":"flac","audioChannels":6,"transcodeHwRequested":true,"transcodeHwFullPipeline":false,"offlineTranscode":false}]}}
2025-03-23 15:34:03 - DEBUG   :: Thread-15 (run) : {"NotificationContainer":{"type":"activity","size":1,"ActivityNotification":[{"event":"updated","uuid":"5f64c64e-ec2e-4a23-bf37-6c5ecfd145bc","Activity":{"uuid":"5f64c64e-ec2e-4a23-bf37-6c5ecfd145bc","type":"media.generate.intros","cancellable":false,"userID":1,"title":"Detecting intros","subtitle":"The Ark S01","progress":86}}]}}
2025-03-23 15:34:03 - DEBUG   :: Thread-15 (run) : {"NotificationContainer":{"type":"transcodeSession.start","size":1,"TranscodeSession":[{"key":"/transcode/sessions/07bb6b88-13a1-488c-8680-ba3fce6db939","throttled":false,"complete":false,"progress":0.0,"size":0,"speed":0.0,"error":false,"duration":2596032,"context":"static","sourceVideoCodec":"h264","sourceAudioCodec":"eac3","videoDecision":"ignore","audioDecision":"transcode","protocol":"http","container":"flac","audioCodec":"flac","audioChannels":6,"transcodeHwRequested":true,"transcodeHwFullPipeline":false,"offlineTranscode":false}]}}
2025-03-23 15:34:08 - DEBUG   :: Thread-15 (run) : {"NotificationContainer":{"type":"transcodeSession.update","size":1,"TranscodeSession":[{"key":"/transcode/sessions/07bb6b88-13a1-488c-8680-ba3fce6db939","throttled":false,"complete":false,"progress":25.5,"size":239337472,"speed":122.69999694824219,"error":false,"duration":2596032,"remaining":15,"context":"static","sourceVideoCodec":"h264","sourceAudioCodec":"eac3","videoDecision":"ignore","audioDecision":"transcode","protocol":"http","container":"flac","audioCodec":"flac","audioChannels":6,"transcodeHwRequested":true,"transcodeHwFullPipeline":false,"offlineTranscode":false}]}}
2025-03-23 15:34:13 - DEBUG   :: Thread-15 (run) : {"NotificationContainer":{"type":"transcodeSession.update","size":1,"TranscodeSession":[{"key":"/transcode/sessions/07bb6b88-13a1-488c-8680-ba3fce6db939","throttled":false,"complete":false,"progress":50.0,"size":469368550,"speed":126.69999694824219,"error":false,"duration":2596032,"remaining":10,"context":"static","sourceVideoCodec":"h264","sourceAudioCodec":"eac3","videoDecision":"ignore","audioDecision":"transcode","protocol":"http","container":"flac","audioCodec":"flac","audioChannels":6,"transcodeHwRequested":true,"transcodeHwFullPipeline":false,"offlineTranscode":false}]}}
2025-03-23 15:34:13 - DEBUG   :: Thread-15 (run) : {"NotificationContainer":{"type":"transcodeSession.end","size":1,"TranscodeSession":[{"key":"/transcode/sessions/07bb6b88-13a1-488c-8680-ba3fce6db939","throttled":false,"complete":true,"progress":50.0,"size":469368550,"speed":126.69999694824219,"error":false,"duration":2596032,"remaining":10,"context":"static","sourceVideoCodec":"h264","sourceAudioCodec":"eac3","videoDecision":"ignore","audioDecision":"transcode","protocol":"http","container":"flac","audioCodec":"flac","audioChannels":6,"transcodeHwRequested":true,"transcodeHwFullPipeline":false,"offlineTranscode":false}]}}
2025-03-23 15:34:17 - DEBUG   :: Thread-15 (run) : {"NotificationContainer":{"type":"activity","size":1,"ActivityNotification":[{"event":"updated","uuid":"5f64c64e-ec2e-4a23-bf37-6c5ecfd145bc","Activity":{"uuid":"5f64c64e-ec2e-4a23-bf37-6c5ecfd145bc","type":"media.generate.intros","cancellable":false,"userID":1,"title":"Detecting intros","subtitle":"The Ark S01","progress":88}}]}}
2025-03-23 15:34:17 - DEBUG   :: Thread-15 (run) : {"NotificationContainer":{"type":"transcodeSession.start","size":1,"TranscodeSession":[{"key":"/transcode/sessions/c39d2e2b-eadd-4fe8-8c90-9a8cc23a9115","throttled":false,"complete":false,"progress":0.0,"size":0,"speed":0.0,"error":false,"duration":2596032,"context":"static","sourceVideoCodec":"h264","sourceAudioCodec":"eac3","videoDecision":"ignore","audioDecision":"transcode","protocol":"http","container":"flac","audioCodec":"flac","audioChannels":6,"transcodeHwRequested":true,"transcodeHwFullPipeline":false,"offlineTranscode":false}]}}
